33.74
1.42
0.77
0.51
31.68
0.77
0.99
3.09
2.01
0.99
0.68
0.35
1.24
0.99
399.96
1297.89
390.06
3.34
0.63
12.87
6.65
4.65
0.54
0.87
0.76
0.96
0.75
2.11
0.58
7.75
138.6
18.81
4203.54
394.02
0.78
3.49
0.69
99.99
0.32
114.84
50.49
0.46
0.49
945.45
0.48
0.45
0.86
5.64
1.42
9.25
3.51
422.44
0.79
1.44
109.89
8.63
0.42
44.93
2456.19
1.58
18.81
1.71
0.57
1.97
1.63
26.73
1.57
41.58
0.86
0.48
0.57
6.09
844.47
0.63
49.5
8.77
0.99
730.62
12.87
1.55
0.99
9.03
2.09
0.69
0.99
7715.07
