543
28
15
8
639
15
20
62
40
20
13
7
24
20
8075
26206
7876
67
12
259
135
75
10
17
15
19
15
42
11
157
2798
379
84877
7956
15
71
13
2018
6
2318
1019
7
9
19090
9
8
17
113
28
186
70
6790
15
29
2218
175
8
723
49595
31
379
34
11
39
32
539
31
839
17
9
11
122
17051
12
999
177
20
14752
259
31
20
182
42
13
19
155782
